id,submitted,updated,title,abstract,authors,link_abstract,link_pdf,link_doi,comment,journal,category,males,females
2002.08467v2,2020-02-04,2020-02-04,"Analysis on Complete Set of Fock States with Explicit Wavefunctions for
  the Covariant Harmonic Oscillator Problem","  The earlier treatments of Lorentz covariant harmonic oscillator have brought
to light various difficulties, such as reconciling Lorentz symmetry with the
full Fock space, and divergence issues with their functional representations.
We present here a full solution avoiding those problems. The complete set of
Fock states is obtained, together with the corresponding explicit wavefunction
and their inner product integrals free from any divergence problem and the
Lorentz symmetry fully maintained without additional constraints imposed. By a
simple choice of the pseudo-unitary representation of the underlying symmetry
group, motivated from the perspective of the Minkowski spacetime as a
representation for the Lorentz group, we obtain the natural non-unitary Fock
space picture commonly considered though not formulated and presented in the
careful details given here. From a direct derivation of the appropriate basis
state wavefunctions of the finite-dimensional irreducible representations of
the Lorentz symmetry, the relation between the latter and the Fock state
wavefunctions is also explicitly shown. Moreover, the full picture including
the states with non-positive norm may give consistent physics picture as a
version of Lorentz covariant quantum mechanics. Probability interpretation for
the usual von Neumann measurements is not a problem as all wavefunctions
restricted to a definite value for the `time' variable are just like those of
the usual time independent quantum mechanics. A further understanding from a
perspective of the dynamics from the symplectic geometry of the phase space is
shortly discussed.
",Suzana Bedić|Otto C. W. Kong,http://arxiv.org/abs/2002.08467v2,http://arxiv.org/pdf/2002.08467v2,http://dx.doi.org/10.3390/sym12010039,"23 pages; corrected coefficients in eq. (12), results unchanged","Symmetry 2020, 12(1), 39",physics,1,1
2002.01135v2,2020-02-04,2020-02-04,Event Horizon Detecting Invariants,"  Some judiciously chosen local curvature scalars can be used to invariantly
characterize event horizons of black holes in $D > 3$ dimensions, but they fail
for the three dimensional Ba\~nados-Teitelboim-Zanelli (BTZ) black hole since
all curvature invariants are constant. Here we provide an invariant
characterization of the event horizon of the BTZ black hole using the curvature
invariants of codimension one hypersurfaces instead of the full spacetime. Our
method is also applicable to black holes in generic dimensions but is most
efficient in three, four, and five dimensions. We give four dimensional Kerr,
five dimensional Myers-Perry and three dimensional warped-anti-de Sitter, and
the three dimensional asymptotically flat black holes as examples.
",Aydin Tavlayan|Bayram Tekin,http://arxiv.org/abs/2002.01135v2,http://arxiv.org/pdf/2002.01135v2,http://dx.doi.org/10.1103/PhysRevD.101.084034,"5 pages, a simpler invariant is added for three dimensional metrics,
  reference added","Phys. Rev. D 101, 084034 (2020)",physics,1,0
2002.01149v1,2020-02-04,2020-02-04,String effect on the relative time delay in the Kerr-Sen black hole,"  A well known solution of heterotic string theory is the spinning Kerr-Sen
black hole (KSBH) characterized by a string parameter $\xi$. Kerr black hole is
recovered at $\xi=0$. The purpose of this paper is to investigate the effect of
$\xi$ on a new diagnostic of relative time delay (RTD) to see how the latter
deviates from that in general relativity. Assuming KSBH as the spinning lens
partner in PSR-BH binary systems, which provide the best laboratory for testing
the time delay predictions, we study here the RTD up to third PPN order in
$\left(1/r\right)$ in the thin-lens approximation. We work out a useful
generalization of the RTD formulas applicable to the experimentally viable
\textit{finite} distance lens scales, while\ terms higher than the zeroth order
are shown to contain the effect of $\xi$. We shall also relate RTD to the
observable image magnification factor determined by $\beta/\theta_{E}$, where
$\beta$ is the angular separation between the source and the observer and
$\theta_{E}$ is the ""Einstein angle"" determined by an ""effective"" non-aligned
static lens equivalent to the original aligned spinning lens. Numerical
estimates for two typical binary lens systems show $\mu$sec level delay at the
zeroth order consistent with predictions in the literature. However, the string
effect at higher orders is too tiny to be measurable even in the far future
leading to the conclusion that the stringy and general relativity BHs are yet
observationally indistinguishable.
",R. N. Izmailov|R. Kh. Karimov|A. A. Potapov|K. K. Nandi,http://arxiv.org/abs/2002.01149v1,http://arxiv.org/pdf/2002.01149v1,http://dx.doi.org/10.1016/j.aop.2020.168069,"9 pages, 2 figures, 2 tables","Ann. Phys. 413, 168069 (2020)",physics,0,0
2002.01150v1,2020-02-04,2020-02-04,Locating the Source Field Lines of Jovian Decametric Radio Emissions,"  Decametric (DAM) radio emissions are one of the main windows through which
one can reveal and understand the Jovian magnetospheric dynamics and its
interaction with the moons. DAMs are generated by energetic electrons through
cyclotron-maser instability. For Io (the most active moon) related DAMs, the
energetic electrons are sourced from Io volcanic activities, and quickly
trapped by neighboring Jovian magnetic field. To properly interpret the
physical processes behind DAMs, it is important to precisely locate the source
field lines from which DAMs are emitted. Following the work by Hess et al.
[2008, 2010], we develop a method to locate the source region as well as the
associated field lines for any given DAM emission recorded in a radio dynamic
spectrum by, e.g., Wind/WAVES or STEREO/WAVES. The field lines are calculated
by the state-of-art analytical model, called JRM09 [Connerney et al., 2018]. By
using this method, we may also derive the emission cone angle and the energy of
associated electrons. If multiple radio instruments at different perspectives
saw the same DAM event, the evolution of its source region and associated field
lines is able to be revealed. We apply the method to an Io-DAM event, and find
that the method is valid and reliable. Some physical processes behind the DAM
event are also discussed.
",Yuming Wang|Xianzhe Jia|Chuanbing Wang|Shui Wang|V. Krupar,http://arxiv.org/abs/2002.01150v1,http://arxiv.org/pdf/2002.01150v1,http://dx.doi.org/10.26464/epp2020015,"accepted by Earth and Planetary Physics, 10 pages, 9 figures and 1
  table","Earth Planet. Phys., 4 (2020)",physics,0,0
2002.01168v1,2020-02-04,2020-02-04,One-way reflection-free exciton-polariton spin filtering channel,"  We consider theoretically exciton-polaritons in a strip of honeycomb lattice
with zigzag edges and it is shown that the interplay among the spin-orbit
coupling, Zeeman splitting, and an onsite detuning between sublattices can give
rise to a band structure where all the edge states of the system split in
energy. Within an energy interval, one of the spin polarized edge states
resides with the gap-less bulk having opposite spin. Being surrounded by
opposite spin and the absence of the backward propagating edge state ensures
both reflection free and feedback suppressed one-way flow of polaritons with
one particular spin in the system. The edge states in this system are more
localized than those in the standard topological polariton systems and are
fully spin polarized. This paves the way for feedback free spin-selective
polariton channels for transferring information in polariton networks.
",S. Mandal|R. Banerjee|T. C. H. Liew,http://arxiv.org/abs/2002.01168v1,http://arxiv.org/pdf/2002.01168v1,http://dx.doi.org/10.1103/PhysRevApplied.12.054058,"5 pages, 5 figures","Phys. Rev. Applied 12, 054058 (2019)",maths,0,0
2002.01190v2,2020-02-04,2020-02-04,"First-order phase boundaries of the massive 1+1 dimensional
  Nambu--Jona-Lasinio model with isospin","  The massive two-dimensional Nambu--Jona-Lasinio model with isospin (isoNJL)
is reconsidered in the large $N_c$ limit. We continue the exploration of its
phase diagram by constructing missing first-order phase boundaries. At zero
temperature, a phase boundary in the plane of baryon and isospin chemical
potentials separates the vacuum from a crystal phase. We derive it from the
baryon spectrum of the isoNJL model which, in turn, is obtained via a numerical
Hartree-Fock (HF) calculation. At finite temperature, a first-order phase
boundary sheet is found using a thermal HF calculation. It interpolates
smoothly between the zero temperature phase boundary and the perturbative
sheet. The calculations remain tractable owing to the assumption that the
charged pion condensate vanishes. In that case, most of the calculations can be
done with methods developed in the past for solving the massive one-flavor NJL
model.
",Michael Thies,http://arxiv.org/abs/2002.01190v2,http://arxiv.org/pdf/2002.01190v2,http://dx.doi.org/10.1103/PhysRevD.101.074013,"13 pages, 2 tables, 6 figures; v2: typos corrected","Phys. Rev. D 101, 074013 (2020)",physics,1,0
2002.01194v1,2020-02-04,2020-02-04,Solar Rossby waves observed in GONG++ ring-diagram flow maps,"  Context: Solar sectoral Rossby waves have only recently been unambiguously
identified in Helioseimsic and Magnetic Imager (HMI) and Michelson Doppler
Imager (MDI) maps of flows near the solar surface. So far this has not been
done with the Global Oscillation Network Group (GONG) ground-based
observations, which have different noise properties.
  Aims: We utilize 17 years of GONG++ data, to identify and characterize solar
Rossby waves using ring-diagram helioseismology. We compare directly with HMI
ring-diagram analysis.
  Methods: Maps of the radial vorticity are obtained for flows within the top 2
Mm of the surface for 17 years of GONG++. The data is corrected for systematic
effects including the annual periodicity related to the $B_0$ angle. We then
compute the Fourier components of the radial vorticity of the flows in the
co-rotating frame. We perform the same analysis on the HMI data that overlap in
time.
  Results: We find that the solar Rossby waves have measurable amplitudes in
the GONG++ sectoral power spectra for azimuthal orders between $m=3$ and
$m=15$. The measured mode characteristics (frequencies, lifetimes and
amplitudes) from GONG++ are consistent with the HMI measurements in the overlap
period from 2010 to 2018 for $m\le9$. For higher-$m$ modes the amplitudes and
frequencies agree within two sigmas. The signal-to-noise ratio of modes in
GONG++ power spectra is comparable to HMI for $8\le m\le11$, but is lower by a
factor of two for other modes.
  Conclusions: The GONG++ data provide a long and uniform data set to study
solar global-scale Rossby waves from 2001.
",Chris S. Hanson|Laurent Gizon|Zhi-Chao Liang,http://arxiv.org/abs/2002.01194v1,http://arxiv.org/pdf/2002.01194v1,http://dx.doi.org/10.1051/0004-6361/201937321,"6 pages, 4 figures, 1 table, Accepted in A&A","A&A 635, A109 (2020)",physics,2,0
2002.01250v1,2020-02-04,2020-02-04,"Scattering, absorption, and thermal emission by large cometary dust
  particles: Synoptic numerical solution","  Context: Remote light scattering and thermal infrared observations provide
clues about the physical properties of cometary and interplanetary dust
particles. Identifying these properties will lead to a better understanding of
the formation and evolution of the Solar System. Aims: We present a numerical
solution for the radiative and conductive heat transport in a random
particulate medium enclosed by an arbitrarily shaped surface. The method will
be applied to study thermal properties of cometary dust particles. Methods: The
recently introduced incoherent Monte Carlo radiative transfer method developed
for scattering, absorption, and propagation of electromagnetic waves in dense
discrete random media is extended for radiative heat transfer and thermal
emission. The solution is coupled with the conductive Fourier transport
equation that is solved with the finite-element method. Results: The proposed
method allows the synoptic analysis of light scattering and thermal emission by
large cometary dust particles consisting of submicrometer-sized grains. In
particular, we show that these particles can sustain significant temperature
gradients resulting in the superheating factor phase function observed for the
coma of comet 67P/Churyumov-Gerasimenko.
",Johannes Markkanen|Jessica Agarwal,http://arxiv.org/abs/2002.01250v1,http://arxiv.org/pdf/2002.01250v1,http://dx.doi.org/10.1051/0004-6361/201936235,"7 pages, 8 figures","A&A 631, A164 (2019)",physics,1,1
2002.01265v1,2020-02-04,2020-02-04,Second law of thermodynamics at stopping times,"  Events in mesoscopic systems often take place at first-passage times, as is
for instance the case for a colloidal particle that escapes a metastable state.
An interesting question is how much work an external agent has done on a
particle when it escapes a metastable state. We develop a thermodynamic theory
for processes in mesoscopic systems that terminate at stopping times, which
generalize first-passage times. This theory implies a thermodynamic bound,
reminiscent of the second law of thermodynamics, for the work exerted by an
external protocol on a mesoscopic system at a stopping time. As an
illustration, we use this law to bound the work required to stretch a polymer
to a certain length or to let a particle escape from a metastable state.
",Izaak Neri,http://arxiv.org/abs/2002.01265v1,http://arxiv.org/pdf/2002.01265v1,http://dx.doi.org/10.1103/PhysRevLett.124.040601,"14 pages, 4 figures","Phys. Rev. Lett. 124, 040601 (2020)",maths,1,0
2002.01271v1,2020-02-04,2020-02-04,Apsidal motion in the massive binary HD152248,"  The eccentric massive binary HD152248 (also known as V1007 Sco), which hosts
two O7.5 III-II(f) stars, is the most emblematic eclipsing O-star binary in the
very young and rich open cluster NGC6231. Its properties render the system an
interesting target for studying tidally induced apsidal motion. Measuring the
rate of apsidal motion in such a binary system gives insight into the internal
structure and evolutionary state of the stars composing it. A large set of
optical spectra was used to reconstruct the spectra of the individual binary
components and establish their radial velocities using a disentangling code.
Radial velocities measured over seven decades were used to establish the rate
of apsidal motion. We furthermore analysed the reconstructed spectra with the
CMFGEN model atmosphere code to determine stellar and wind properties of the
system. Optical photometry was analysed with the Nightfall binary star code. A
complete photometric and radial velocity model was constructed in PHOEBE 2 to
determine robust uncertainties. We find a rate of apsidal motion of
$(1.843^{+0.064}_{-0.083})\deg$ yr$^{-1}$. The photometric data indicate an
orbital inclination of $(67.6^{+0.2}_{-0.1})\deg$ and Roche-lobe filling
factors of both stars of about 0.86. Absolute masses of
$29.5^{+0.5}_{-0.4}$M$_\odot$ and mean stellar radii of
$15.07^{+0.08}_{-0.12}$R$_\odot$ are derived for both stars. We infer an
observational value for the internal structure constant of both stars of
$0.0010\pm0.0001$. Our in-depth analysis of the massive binary HD152248 and the
redetermination of its fundamental parameters can serve as a basis for the
construction of stellar evolution models to determine theoretical rates of
apsidal motion to be compared with the observational one. In addition, the
system hosts two twin stars, which offers a unique opportunity to obtain direct
insight into the internal structure of the stars.
",S. Rosu|G. Rauw|K. E. Conroy|E. Gosset|J. Manfroid|P. Royer,http://arxiv.org/abs/2002.01271v1,http://arxiv.org/pdf/2002.01271v1,http://dx.doi.org/10.1051/0004-6361/201937285,"22 pages, A&A accepted","A&A 635, A145 (2020)",physics,0,0
2002.01312v2,2020-02-04,2020-02-04,"Localization anisotropy and complex geometry in two-dimensional
  insulators","  The localization tensor is a measure of distinguishability between insulators
and metals. This tensor is related to the quantum metric tensor associated with
the occupied bands in momentum space. In two dimensions and in the
thermodynamic limit, it defines a flat Riemannian metric over the twist-angle
space, topologically a torus, which endows this space with a complex structure,
described by a complex parameter $\tau$. It is shown that the latter is a
physical observable related to the anisotropy of the system. The quantity
$\tau$ and the Riemannian volume of the twist-angle space provide an invariant
way to parametrize the flat quantum metric obtained in the thermodynamic limit.
Moreover, if by changing the couplings of the theory, the system undergoes
quantum phase transitions in which the gap closes, the complex structure $\tau$
is still well defined, although the metric diverges (metallic state), and it is
fixed by the form of the Hamiltonian near the gap closing points. The
Riemannian volume is responsible for the divergence of the metric at the phase
transition.
",Bruno Mera,http://arxiv.org/abs/2002.01312v2,http://arxiv.org/pdf/2002.01312v2,http://dx.doi.org/10.1103/PhysRevB.101.115128,7 pages; closer to published version,"Phys. Rev. B 101, 115128 (2020)",maths,1,0
2002.01319v1,2020-02-04,2020-02-04,"Kinetics of rare events for non-Markovian stationary processes and
  application to polymer dynamics","  How much time does it take for a fluctuating system, such as a polymer chain,
to reach a target configuration that is rarely visited -- typically because of
a high energy cost ? This question generally amounts to the determination of
the first-passage time statistics to a target zone in phase space with lower
occupation probability. Here, we present an analytical method to determine the
mean first-passage time of a generic non-Markovian random walker to a rarely
visited threshold, which goes beyond existing weak-noise theories. We apply our
method to polymer systems, to determine (i) the first time for a flexible
polymer to reach a large extension, and (ii) the first closure time of a stiff
inextensible wormlike chain. Our results are in excellent agreement with
numerical simulations and provide explicit asymptotic laws for the mean
first-passage times to rarely visited configurations.
",Nicolas Levernier|Olivier Bénichou|Raphaël Voituriez|Thomas Guérin,http://arxiv.org/abs/2002.01319v1,http://arxiv.org/pdf/2002.01319v1,http://dx.doi.org/10.1103/PhysRevResearch.2.012057,"Accepted in Physical Review Research (Rapid Communication) Main text
  + SI","Phys. Rev. Research 2, 012057 (2020)",maths,3,0
2002.01325v1,2020-02-04,2020-02-04,"A Two-Stream Symmetric Network with Bidirectional Ensemble for Aerial
  Image Matching","  In this paper, we propose a novel method to precisely match two aerial images
that were obtained in different environments via a two-stream deep network. By
internally augmenting the target image, the network considers the two-stream
with the three input images and reflects the additional augmented pair in the
training. As a result, the training process of the deep network is regularized
and the network becomes robust for the variance of aerial images. Furthermore,
we introduce an ensemble method that is based on the bidirectional network,
which is motivated by the isomorphic nature of the geometric transformation. We
obtain two global transformation parameters without any additional network or
parameters, which alleviate asymmetric matching results and enable significant
improvement in performance by fusing two outcomes. For the experiment, we adopt
aerial images from Google Earth and the International Society for
Photogrammetry and Remote Sensing (ISPRS). To quantitatively assess our result,
we apply the probability of correct keypoints (PCK) metric, which measures the
degree of matching. The qualitative and quantitative results show the sizable
gap of performance compared to the conventional methods for matching the aerial
images. All code and our trained model, as well as the dataset are available
online.
",Jae-Hyun Park|Woo-Jeoung Nam|Seong-Whan Lee,http://arxiv.org/abs/2002.01325v1,http://arxiv.org/pdf/2002.01325v1,http://dx.doi.org/10.3390/rs12030465,20pages,Remote Sens. 12(3) (2020) 465-484,computer science,0,0
2002.02346v1,2020-02-04,2020-02-04,Production of Tachyonic Neutrino in Matter,"  Recently, a new theory based on superluminal tunnelling has been proposed to
explain the transition of highly energetic neutrinos propagating in matter to
tachyonic states. In this work, we determine the possible mechanisms that lead
neutrinos into a superluminal realm based on the assumption that
ultrarelativistic neutrinos travelling in matter lose part of their energy with
the emission of Bremsstrahlung radiation. The obtained photons, in turn, can
create neutrino antineutrino pairs, one or both of which can be superluminal.
We also prove that pair creation may occur with neutrino flavour oscillation
provided that only one of them is a space-like particle. This suggests that
mass oscillation and superluminal behaviour could be related phenomena.
Finally, using the generalised Lorentz transformations, we formulate the
Lagrangian of the kinematically allowed scattering processes. The structure of
this Lagrangian is consistent with the formalism of the Standard Model. Based
on this Lagrangian, at least one of the particles forming the pair must always
be subluminal. The possibility that the pair creation process is mediated by a
dark photon is also discussed.
",Luca Nanni,http://arxiv.org/abs/2002.02346v1,http://arxiv.org/pdf/2002.02346v1,http://dx.doi.org/10.1088/2399-6528/ab7056,13 pages,J. Phys. Commun. 4 025003 (2020),physics,1,0
2002.01332v1,2020-02-04,2020-02-04,"Vacuum-compatible photon-counting hybrid pixel detector for wide-angle
  X-ray scattering, X-ray diffraction and X-ray reflectometry in the tender
  X-ray range","  A vacuum-compatible photon-counting hybrid pixel detector has been installed
in the ultra-high vacuum (UHV) reflectometer of the four-crystal monochromator
(FCM) beamline of the Physikalisch-Technische Bundesanstalt (PTB) at the
electron storage ring BESSY II in Berlin, Germany. The setup is based on the
PILATUS3 100K module. The detector can be used in the entire photon energy
range accessible at the beamline from 1.75 to 10 keV. Complementing the already
installed vacuum-compatible PILATUS 1M detector used for small-angle scattering
(SAXS) and grazing incidence SAXS (GISAXS), it is possible to access larger
scattering angles. The water-cooled module is located on the goniometer arm and
can be positioned from -90{\deg} to 90{\deg} with respect to the incoming beam
at a distance of about 200 mm from the sample. To perform absolute scattering
experiments the linearity, homogeneity and the angular dependence of the
quantum efficiency, including their relative uncertainties, have been
investigated. In addition, first results of the performance in wide-angle X-ray
scattering (WAXS), X-ray diffraction (XRD) and X-ray reflectometry (XRR) are
presented.
",D. Skroblin|A. Schavkan|M. Pflüger|N. Pilet|B. Lüthi|M. Krumrey,http://arxiv.org/abs/2002.01332v1,http://arxiv.org/pdf/2002.01332v1,http://dx.doi.org/10.1063/1.5128487,"The following article has been accepted by Review of Scientific
  Instruments. After it is published, it will be found at
  https://aip.scitation.org/journal/rsi","Rev. Sci. Instrum. 91, 023102 (2020)",physics,0,0
2002.01346v2,2020-02-04,2020-02-04,Physical and chemical modeling of the starless core L1512,"  The deuterium fractionation in starless cores gives us a clue to estimate
their lifetime scales, thus allowing us to distinguish between different
dynamical theories of core formation. Cores also seem to be subject to a
differential N2 and CO depletion which was not expected from models. We aim to
make a survey of 10 cores to estimate their lifetime scales and depletion
profiles in detail. After L183, in Serpens, we present the second cloud of the
series, L1512 in Auriga. To constrain the lifetime scale, we perform chemical
modeling of the deuteration profiles across L1512 based on dust extinction
measurements from near-infrared observations and non-local thermal equilibrium
radiative transfer with multiple line observations of N2H+, N2D+, DCO+, C18O,
and 13CO, plus H2D+ (1$_{10}$--1$_{11}$). We find a peak density of
1.1$\times$10$^5$ cm$^{-3}$ and a central temperature of 7.5$\pm$1 K, which are
respectively higher and lower compared with previous dust emission studies. The
depletion factors of N2H+ and N2D+ are 27$^{+17}_{-13}$ and 4$^{+2}_{-1}$ in
L1512, intermediate between the two other more advanced and denser starless
core cases, L183 and L1544. These factors also indicate a similar freeze-out of
N2 in L1512, compared to the two others despite a peak density one to two
orders of magnitude lower. Retrieving CO and N2 abundance profiles with the
chemical model, we find that CO has a depletion factor of $\sim$430-870 and the
N2 profile is similar to that of CO unlike towards L183. Therefore, L1512 has
probably been living long enough so that N2 chemistry has reached steady state.
N2H+ modeling remains compulsory to assess the precise physical conditions in
the center of cold starless cores, rather than dust emission. L1512 is
presumably older than 1.4 Myr. Therefore, the dominating core formation
mechanism should be ambipolar diffusion for this source.
",Sheng-Jun Lin|Laurent Pagani|Shih-Ping Lai|Charlène Lefèvre|François Lique,http://arxiv.org/abs/2002.01346v2,http://arxiv.org/pdf/2002.01346v2,http://dx.doi.org/10.1051/0004-6361/201936877,"22 pages, 18 figures, accepted for publication in A&A","A&A 635, A188 (2020)",physics,1,0
2002.01360v1,2020-02-04,2020-02-04,"Tracking control for a cascade perturbed control system using the active
  disturbance rejection paradigm","  In this paper the stability of a closed-loop cascade control system in the
trajectory tracking task is addressed. The considered plant consists of
underlying second-order fully actuated perturbed dynamics and the first order
system which describes dynamics of the input. The main theoretical result
presented in the paper concerns stability conditions formulated based on the
Lyapunov analysis for the cascade control structure taking advantage of the
active rejection disturbance approach. In particular, limitations imposed on a
feasible set of an observer bandwidth are discussed. In order to illustrate
characteristics of the closed-loop control system simulation results are
presented. Furthermore, the controller is verified experimentally using a
two-axis telescope mount. The obtained results confirm that the considered
control strategy can be efficiently applied for mechanical systems when a high
tracking precision is required.
",Radosław Patelski|Dariusz Pazderski,http://arxiv.org/abs/2002.01360v1,http://arxiv.org/pdf/2002.01360v1,http://dx.doi.org/10.24425/acs.2019.129387,"17 pages, 8 figures, 2 tables",Archives of Control Sciences 29.2 (2019) 387-408,electronics,1,0
2002.02422v1,2020-02-04,2020-02-04,Scheme for realizing quantum dense coding via entanglement swapping,"  Quantum dense coding is a protocol for transmitting two classical bits of
information from a sender (Alice) to a remote receiver (Bob) by sending only
one quantum bit (qubit). In this article, we propose an experimentally feasible
scheme to realize quantum dense coding \textit{via} entanglement swapping in a
cavity array containing a certain number of two-level atoms. Proper choice of
system parameters such as atom-cavity couplings and inter-cavity couplings
allows perfect transfer of information. A high fidelity transfer of information
is shown to be possible by using recently achieved experimental values in the
context of photonic crystal cavities and superconducting resonators. To mimic
experimental imperfections, disorder in both the coupling strengths and
resonance frequencies is considered.
",Nilakantha Meher,http://arxiv.org/abs/2002.02422v1,http://arxiv.org/pdf/2002.02422v1,http://dx.doi.org/10.1088/1361-6455/ab68b6,Accepted manuscript,"Journal of Physics B: Atomic, Molecular and Optical Physics (2020)",physics,0,0
2002.01653v1,2020-02-04,2020-02-04,"Classical and intuitionistic mathematical languages shape our
  understanding of time in physics","  Physics is formulated in terms of timeless classical mathematics. A
formulation on the basis of intuitionist mathematics, built on time-evolving
processes, would offer a perspective that is closer to our experience of
physical reality.
",Nicolas Gisin,http://arxiv.org/abs/2002.01653v1,http://arxiv.org/pdf/2002.01653v1,http://dx.doi.org/10.1038/s41567-019-0748-5,"Submitted version of a comment to Nature Physics that appeared on
  line in January 2020","Nature Physics 16, pages 114-116 (2020)",physics,1,0
2002.01451v2,2020-02-04,2020-02-04,Chiral pasta,"  Interiors of neutron stars are ultra-dense and may contain a core of
deconfined quark matter. Such a core connects to the outer layers smoothly or
through a sharp microscopic interface or through an intermediate macroscopic
layer of inhomogeneous mixed phases, which is globally neutral but locally
contains electrically charged domains. Here I employ a nucleon-meson model
under neutron star conditions that shows a first-order chiral phase transition
at large densities. In the vicinity of this chiral transition I calculate the
free energies of various mixed phases - different 'pasta structures' - in the
Wigner-Seitz approximation. Crucially, chirally broken nuclear matter and the
approximately chirally symmetric phase (loosely interpreted as quark matter)
are treated on the same footing. This allows me to compute the interface
profiles of bubbles, rods, and slabs fully consistently, taking into account
electromagnetic screening effects and without needing the surface tension as an
input. I find that the full numerical results tend to disfavor mixed phases
compared to a simple step-like approximation used frequently in the literature
and that the predominantly favored pasta structure consists of slabs with a
surface tension $\Sigma \simeq 6\, {\rm MeV}/{\rm fm}^2$.
",Andreas Schmitt,http://arxiv.org/abs/2002.01451v2,http://arxiv.org/pdf/2002.01451v2,http://dx.doi.org/10.1103/PhysRevD.101.074007,"19 pages, 8 figures; v2: minor improvements in the text, one
  reference added, accepted for publication in Phys. Rev. D","Phys. Rev. D 101, 074007 (2020)",physics,1,0
2002.01465v1,2020-02-04,2020-02-04,"Conditional Spectroscopy via Non-Stationary Optical Homodyne Quantum
  State Tomography","  Continuous variable quantum state tomography is one of the most powerful
techniques to study the properties of light fields in quantum optics. However,
the need for a fixed phase reference has so far prevented widespread usage in
other fields such as semiconductor spectroscopy. Here, we introduce
non-stationary quantum state tomography, which adapts the technique to the
special requirements of ultrafast spectroscopy. In detail, we gain access to
the amplitude and phase of light fields with a temporal resolution of about
100\,fs without the need for a fixed phase reference. Further, we show how our
technique allows us to perform conditional studies of stochastic dynamics that
are inaccessible experimentally by conventional means, and demonstrate the
capabilities experimentally by monitoring the stochastic dynamics of a thermal
light field on the sub-ps scale. Finally, we discuss differences and
similarities to more standard Hanbury Brown-Twiss photon correlation
experiments, which may be considered as the discrete variable analogues of our
technique.
",Johannes Thewes|Carolin Lüders|Marc Aßmann,http://arxiv.org/abs/2002.01465v1,http://arxiv.org/pdf/2002.01465v1,http://dx.doi.org/10.1103/PhysRevA.101.023824,"12 pages, 6 figures","Phys. Rev. A 101, 023824 (2020)",physics,2,1
2002.01473v2,2020-02-04,2020-02-04,Locating ergostar models in parameter space,"  Recently, we have shown that dynamically stable ergostar solutions
(equilibrium neutron stars that contain an ergoregion) with a compressible and
causal equation of state exist [A. Tsokaros, M. Ruiz, L. Sun, S. L. Shapiro,
and K. Ury\=u, Phys. Rev. Lett. 123, 231103 (2019)]. These stars are
hypermassive, differentially rotating, and highly compact. In this work, we
make a systematic study of equilibrium models in order to locate the position
of ergostars in parameter space. We adopt four equations of state that differ
in the matching density of a maximally stiff core. By constructing a large
number of models both with uniform and differential rotation of different
degrees, we identify the parameters for which ergostars appear. We find that
the most favorable conditions for the appearance of dynamically stable
ergostars are a significant finite density close to the surface of the star
(i.e., similar to self-bound quark stars) and a small degree of differential
rotation.
",Antonios Tsokaros|Milton Ruiz|Stuart L. Shapiro,http://arxiv.org/abs/2002.01473v2,http://arxiv.org/pdf/2002.01473v2,http://dx.doi.org/10.1103/PhysRevD.101.064069,"8 pages, 3 figures. Matches published version","Phys. Rev. D 101, 064069 (2020)",physics,3,0
2002.01482v2,2020-02-04,2020-02-04,"Probing new neutral gauge bosons with CEvNS and neutrino-electron
  scattering","  The potential for probing extra neutral gauge boson mediators ($Z^\prime$)
from low-energy measurements is comprehensively explored. Our study mainly
focuses on $Z^\prime$ mediators present in string-inspired $E_6$ models and
left-right symmetry. We estimate the sensitivities of coherent-elastic
neutrino-nucleus scattering (CE$\nu$NS) and neutrino-electron scattering
experiments. Our results indicate that such low-energy high-intensity
measurements can provide a valuable probe, complementary to high-energy
collider searches and electroweak precision measurements.
",Omar G. Miranda|Dimitrios K. Papoulias|Mariam Tórtola|José W. F. Valle,http://arxiv.org/abs/2002.01482v2,http://arxiv.org/pdf/2002.01482v2,http://dx.doi.org/10.1103/PhysRevD.101.073005,"notation improved, analysis updated, conclusions unchanged, matches
  published version in PRD","Phys.Rev. D101 (2020) no.7, 073005",physics,2,1
2002.01483v1,2020-02-04,2020-02-04,Topology and the one-dimensional Kondo-Heisenberg model,"  The Kondo-Heinsberg chain is an interesting model of a strongly correlated
system which has a broad superconducting state with pair-density wave (PDW)
order. Some of us have recently proposed that this PDW state is a
symmetry-protected topological (SPT) state, and the gapped spin sector of the
model supports Majorana zero modes. In this work, we reexamine this problem
using a combination of numeric and analytic methods. In extensive density
matrix renormalization group calculations, we find no evidence of a topological
ground state degeneracy or the previously proposed Majorana zero modes in the
PDW phase of this model. This result motivated us to reexamine the original
arguments for the existence of the Majorana zero modes. A careful analysis of
the effective continuum field theory of the model shows that the Hilbert space
of the spin sector of the theory does not contain any single Majorana fermion
excitations. This analysis shows that the PDW state of the doped 1D
Kondo-Heisenberg model is not an SPT with Majorana zero modes.
",Julian May-Mann|Ryan Levy|Rodrigo Soto-Garrido|Gil Young Cho|Bryan K. Clark|Eduardo Fradkin,http://arxiv.org/abs/2002.01483v1,http://arxiv.org/pdf/2002.01483v1,http://dx.doi.org/10.1103/PhysRevB.101.165133,"13 pages, 8 figures","Phys. Rev. B 101, 165133 (2020)",maths,6,0
